Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Repaired?
2019-03-22 00:00:00-04:00,23.499999940395355,25.999999046325684,20.100000500679016,23.499999940395355,409,0.0,0.0,0.0,True
2019-03-25 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-03-26 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-03-27 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-03-28 00:00:00-04:00,23.499999940395355,23.499999940395355,20.100000500679016,23.499999940395355,80,0.0,0.0,0.0,True
2019-03-29 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-01 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-02 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-03 00:00:00-04:00,23.499999940395355,23.499999940395355,20.000000298023224,23.499999940395355,70,0.0,0.0,0.0,True
2019-04-04 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-05 00:00:00-04:00,23.499999940395355,25.999999046325684,23.499999940395355,23.499999940395355,5000,0.0,0.0,0.0,True
2019-04-08 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-09 00:00:00-04:00,23.499999940395355,23.499999940395355,20.000000298023224,23.499999940395355,37,0.0,0.0,0.0,True
2019-04-10 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-11 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-12 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-15 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-16 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-17 00:00:00-04:00,23.499999940395355,23.499999940395355,20.000000298023224,23.499999940395355,3135,0.0,0.0,0.0,True
2019-04-18 00:00:00-04:00,23.499999940395355,23.499999940395355,20.100000500679016,23.499999940395355,250,0.0,0.0,0.0,True
2019-04-22 00:00:00-04:00,23.499999940395355,23.499999940395355,23.499999940395355,23.499999940395355,0,0.0,0.0,0.0,True
2019-04-23 00:00:00-04:00,23.499999940395355,23.499999940395355,20.100000500679016,23.499999940395355,3,0.0,0.0,0.0,True
2019-04-24 00:00:00-04:00,23.499999940395355,23.499999940395355,20.000000298023224,23.499999940395355,2123,0.0,0.0,0.0,True
2019-04-25 00:00:00-04:00,23.499999940395355,23.499999940395355,20.100000500679016,23.499999940395355,30,0.0,0.0,0.0,True
2019-04-26 00:00:00-04:00,23.499999940395355,23.499999940395355,15.999999642372131,20.000000298023224,16574,0.0,0.0,0.0,True
2019-04-29 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-04-30 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,13,0.0,0.0,0.0,True
2019-05-01 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-02 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,524,0.0,0.0,0.0,True
2019-05-03 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,2000,0.0,0.0,0.0,True
2019-05-06 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-07 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-08 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,2500,0.0,0.0,0.0,True
2019-05-09 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-10 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-13 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,174,0.0,0.0,0.0,True
2019-05-14 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,741,0.0,0.0,0.0,True
2019-05-15 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-16 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,74,0.0,0.0,0.0,True
2019-05-17 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,7352,0.0,0.0,0.0,True
2019-05-20 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-21 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-22 00:00:00-04:00,20.000000298023224,20.000000298023224,17.20000058412552,20.000000298023224,3899,0.0,0.0,0.0,True
2019-05-23 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-24 00:00:00-04:00,20.000000298023224,20.000000298023224,17.000000178813934,20.000000298023224,129,0.0,0.0,0.0,True
2019-05-28 00:00:00-04:00,20.000000298023224,20.000000298023224,17.000000178813934,20.000000298023224,215,0.0,0.0,0.0,True
2019-05-29 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-05-30 00:00:00-04:00,20.000000298023224,20.000000298023224,17.000000178813934,20.000000298023224,89,0.0,0.0,0.0,True
2019-05-31 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-06-03 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-06-04 00:00:00-04:00,20.000000298023224,20.000000298023224,17.000000178813934,20.000000298023224,8,0.0,0.0,0.0,True
2019-06-05 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-06-06 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-06-07 00:00:00-04:00,20.000000298023224,20.000000298023224,17.000000178813934,20.000000298023224,3,0.0,0.0,0.0,True
2019-06-10 00:00:00-04:00,20.000000298023224,20.000000298023224,20.000000298023224,20.000000298023224,0,0.0,0.0,0.0,True
2019-06-11 00:00:00-04:00,20.000000298023224,20.000000298023224,12.999999523162842,14.000000059604645,15000,0.0,0.0,0.0,True
2019-06-12 00:00:00-04:00,14.000000059604645,14.000000059604645,14.000000059604645,14.000000059604645,0,0.0,0.0,0.0,True
2019-06-13 00:00:00-04:00,14.000000059604645,14.000000059604645,14.000000059604645,14.000000059604645,0,0.0,0.0,0.0,True
2019-06-14 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,4,0.0,0.0,0.0,True
2019-06-17 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,107,0.0,0.0,0.0,True
2019-06-18 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,1,0.0,0.0,0.0,True
2019-06-19 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,67,0.0,0.0,0.0,True
2019-06-20 00:00:00-04:00,14.000000059604645,14.000000059604645,14.000000059604645,14.000000059604645,0,0.0,0.0,0.0,True
2019-06-21 00:00:00-04:00,14.000000059604645,14.000000059604645,14.000000059604645,14.000000059604645,0,0.0,0.0,0.0,True
2019-06-24 00:00:00-04:00,14.000000059604645,14.000000059604645,14.000000059604645,14.000000059604645,0,0.0,0.0,0.0,True
2019-06-25 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,340,0.0,0.0,0.0,True
2019-06-26 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,79,0.0,0.0,0.0,True
2019-06-27 00:00:00-04:00,14.000000059604645,14.000000059604645,14.000000059604645,14.000000059604645,0,0.0,0.0,0.0,True
2019-06-28 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,450,0.0,0.0,0.0,True
2019-07-01 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,53,0.0,0.0,0.0,True
2019-07-02 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,240,0.0,0.0,0.0,True
2019-07-03 00:00:00-04:00,14.000000059604645,14.000000059604645,12.999999523162842,14.000000059604645,10652,0.0,0.0,0.0,True
2019-07-05 00:00:00-04:00,12.5,12.5,10.000000149011612,12.5,14668,0.0,0.0,0.0,True
2019-07-08 00:00:00-04:00,12.5,12.5,12.5,12.5,0,0.0,0.0,0.0,True
2019-07-09 00:00:00-04:00,12.5,12.5,12.5,12.5,0,0.0,0.0,0.0,True
2019-07-10 00:00:00-04:00,12.5,12.5,12.5,12.5,0,0.0,0.0,0.0,True
2019-07-11 00:00:00-04:00,11.500000208616257,11.500000208616257,10.000000149011612,12.5,10,0.0,0.0,0.0,True
2019-07-12 00:00:00-04:00,11.500000208616257,11.500000208616257,10.000000149011612,12.5,9,0.0,0.0,0.0,True
2019-07-15 00:00:00-04:00,12.5,12.5,12.5,12.5,0,0.0,0.0,0.0,True
2019-07-16 00:00:00-04:00,11.500000208616257,11.500000208616257,10.000000149011612,12.5,6000,0.0,0.0,0.0,True
2019-07-17 00:00:00-04:00,11.500000208616257,11.500000208616257,7.999999821186066,10.499999672174454,3950,0.0,0.0,0.0,True
2019-07-18 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-07-19 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,6050,0.0,0.0,0.0,True
2019-07-22 00:00:00-04:00,10.499999672174454,11.249999701976776,10.499999672174454,10.499999672174454,831,0.0,0.0,0.0,True
2019-07-23 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-07-24 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,1000,0.0,0.0,0.0,True
2019-07-25 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,5000,0.0,0.0,0.0,True
2019-07-26 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,227,0.0,0.0,0.0,True
2019-07-29 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-07-30 00:00:00-04:00,10.499999672174454,11.219999939203262,10.499999672174454,10.499999672174454,1336,0.0,0.0,0.0,True
2019-07-31 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,4565,0.0,0.0,0.0,True
2019-08-01 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-02 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-05 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-06 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,500,0.0,0.0,0.0,True
2019-08-07 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-08 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-09 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-12 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-13 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-14 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-15 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,401,0.0,0.0,0.0,True
2019-08-16 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-19 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-20 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,1001,0.0,0.0,0.0,True
2019-08-21 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,2,0.0,0.0,0.0,True
2019-08-22 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-23 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-26 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-27 00:00:00-04:00,10.499999672174454,10.499999672174454,7.999999821186066,10.499999672174454,25,0.0,0.0,0.0,True
2019-08-28 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-29 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-08-30 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-03 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-04 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-05 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-06 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-09 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-10 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-11 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-12 00:00:00-04:00,10.499999672174454,11.219999939203262,10.499999672174454,10.499999672174454,2400,0.0,0.0,0.0,True
2019-09-13 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-16 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-17 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-18 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,445,0.0,0.0,0.0,True
2019-09-19 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,20,0.0,0.0,0.0,True
2019-09-20 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,66,0.0,0.0,0.0,True
2019-09-23 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-24 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-25 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-09-26 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,49,0.0,0.0,0.0,True
2019-09-27 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,281,0.0,0.0,0.0,True
2019-09-30 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-01 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,1121,0.0,0.0,0.0,True
2019-10-02 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-03 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-04 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-07 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-08 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-09 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-10 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,25,0.0,0.0,0.0,True
2019-10-11 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,7290,0.0,0.0,0.0,True
2019-10-14 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-15 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-16 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-17 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,4,0.0,0.0,0.0,True
2019-10-18 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-21 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-22 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-23 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-24 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-25 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-28 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-29 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-10-30 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,24,0.0,0.0,0.0,True
2019-10-31 00:00:00-04:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,200,0.0,0.0,0.0,True
2019-11-01 00:00:00-04:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-04 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-05 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,8,0.0,0.0,0.0,True
2019-11-06 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,150,0.0,0.0,0.0,True
2019-11-07 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-08 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-11 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,12,0.0,0.0,0.0,True
2019-11-12 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-13 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,3030,0.0,0.0,0.0,True
2019-11-14 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-15 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-18 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-19 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-20 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-21 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-22 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,1,0.0,0.0,0.0,True
2019-11-25 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,17,0.0,0.0,0.0,True
2019-11-26 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-11-27 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,100,0.0,0.0,0.0,True
2019-11-29 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-02 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-03 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-04 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-05 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,28,0.0,0.0,0.0,True
2019-12-06 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-09 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-10 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-11 00:00:00-05:00,10.499999672174454,10.499999672174454,9.000000357627869,10.499999672174454,5,0.0,0.0,0.0,True
2019-12-12 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-13 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-16 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
2019-12-17 00:00:00-05:00,10.499999672174454,10.499999672174454,10.499999672174454,10.499999672174454,0,0.0,0.0,0.0,True
